0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log,,,0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log
16623449,16862749,16952505,16932416,17228907,16936078,17310889,17882372,16983611,17859451,17469722,17196792,17914563,17839877,17900204,17922456,17908617,17897365,17977951,17917306,18091874,,,16623449,16862749,16952505,16932416,17228907,16936078,17310889,17882372,16983611,17859451,17469722,17196792,17914563,17839877,17900204,17922456,17908617,17897365,17977951,17917306,18091874
16627641,16868491,16953261,16937731,17243611,16936380,17321703,17883344,16986397,17868496,17503222,17227682,17915476,17840428,17902556,17926184,17911271,17899785,17984594,17923607,18094430,,,16627641,16868491,16953261,16937731,17243611,16936380,17321703,17883344,16986397,17868496,17503222,17227682,17915476,17840428,17902556,17926184,17911271,17899785,17984594,17923607,18094430
16628099,16869624,16954129,16939111,17252349,16937195,17374388,17883589,16988939,17875012,17601551,17289910,17916815,17848411,17902742,17926273,17912181,17900766,17985821,17926492,18099322,,,16628099,16869624,16954129,16939111,17252349,16937195,17374388,17883589,16988939,17875012,17601551,17289910,17916815,17848411,17902742,17926273,17912181,17900766,17985821,17926492,18099322
16629007,16872203,16959725,16941855,17252423,16942455,17386399,17884666,17000252,17879632,17654615,17312505,17918662,17851157,17905471,17927198,17914472,17903108,17986161,17928544,18101286,,,16629007,16872203,16959725,16941855,17252423,16942455,17386399,17884666,17000252,17879632,17654615,17312505,17918662,17851157,17905471,17927198,17914472,17903108,17986161,17928544,18101286
16630744,16872875,16961573,16944751,17259543,16951986,17512958,17885166,17014853,17880650,17797942,17323197,17918905,17861677,17907356,17929714,17917289,17906086,17991739,17929611,18116986,,,16630744,16872875,16961573,16944751,17259543,16951986,17512958,17885166,17014853,17880650,17797942,17323197,17918905,17861677,17907356,17929714,17917289,17906086,17991739,17929611,18116986
16631614,16873207,16964256,16947754,17272351,16953800,17787075,17887120,17025367,17880852,17804300,17348044,17919448,17863259,17908638,17930384,17919048,17906343,17993110,17931442,18121823,,,16631614,16873207,16964256,16947754,17272351,16953800,17787075,17887120,17025367,17880852,17804300,17348044,17919448,17863259,17908638,17930384,17919048,17906343,17993110,17931442,18121823
16634008,16873995,16964932,16951170,17277313,16958908,17823600,17889753,17025939,17884770,17815212,17361822,17920076,17867890,17910262,17934631,17920864,17909716,17999468,17932554,18122870,,,16634008,16873995,16964932,16951170,17277313,16958908,17823600,17889753,17025939,17884770,17815212,17361822,17920076,17867890,17910262,17934631,17920864,17909716,17999468,17932554,18122870
16639648,16874862,16966223,16951657,17281223,16960425,17825398,17894350,17035525,17891570,17817694,17463045,17923697,17868285,17910825,17935798,17925466,17911475,18003411,17933403,18132398,,,16639648,16874862,16966223,16951657,17281223,16960425,17825398,17894350,17035525,17891570,17817694,17463045,17923697,17868285,17910825,17935798,17925466,17911475,18003411,17933403,18132398
16639723,16874920,16968974,16956900,17318380,16966314,17825521,17894969,17035903,17892942,17818786,17525020,17924895,17871532,17912446,17936749,17926781,17911958,18004653,17935090,18136537,,,16639723,16874920,16968974,16956900,17318380,16966314,17825521,17894969,17035903,17892942,17818786,17525020,17924895,17871532,17912446,17936749,17926781,17911958,18004653,17935090,18136537
16642204,16875736,16969312,16962828,17339519,16968250,17826718,17898443,17038925,17893560,17822691,17573114,17925266,17876298,17912460,17937333,17929508,17913543,18008006,17935713,18140638,,,16642204,16875736,16969312,16962828,17339519,16968250,17826718,17898443,17038925,17893560,17822691,17573114,17925266,17876298,17912460,17937333,17929508,17913543,18008006,17935713,18140638
16644679,16876854,16971388,16964911,17347789,16979238,17828097,17898709,17050691,17895046,17833671,17789856,17926984,17879821,17912925,17937404,17931157,17913794,18016855,17936670,18152815,,,16644679,16876854,16971388,16964911,17347789,16979238,17828097,17898709,17050691,17895046,17833671,17789856,17926984,17879821,17912925,17937404,17931157,17913794,18016855,17936670,18152815
16644701,16877281,16980032,16967569,17448249,16984267,17831488,17901481,17053795,17895936,17839590,17802020,17927220,17880252,17913615,17939343,17935740,17915560,18020648,17937071,18153564,,,16644701,16877281,16980032,16967569,17448249,16984267,17831488,17901481,17053795,17895936,17839590,17802020,17927220,17880252,17913615,17939343,17935740,17915560,18020648,17937071,18153564
16648216,16880431,16985411,16968047,17476314,16985519,17837309,17902709,17060022,17896943,17841999,17803591,17927614,17881635,17914350,17940072,17936875,17917370,18025479,17938450,18158538,,,16648216,16880431,16985411,16968047,17476314,16985519,17837309,17902709,17060022,17896943,17841999,17803591,17927614,17881635,17914350,17940072,17936875,17917370,18025479,17938450,18158538
16649574,16880778,16993066,16982953,17803385,16985566,17839815,17903480,17065370,17897944,17844659,17807854,17931663,17886338,17914663,17940485,17937205,17920194,18026907,17938827,18160659,,,16649574,16880778,16993066,16982953,17803385,16985566,17839815,17903480,17065370,17897944,17844659,17807854,17931663,17886338,17914663,17940485,17937205,17920194,18026907,17938827,18160659
16650072,16884779,16994699,16985717,17811986,16994549,17841560,17904880,17079558,17898283,17848657,17823280,17932029,17889884,17915771,17940825,17940286,17920800,18027355,17939482,18163089,,,16650072,16884779,16994699,16985717,17811986,16994549,17841560,17904880,17079558,17898283,17848657,17823280,17932029,17889884,17915771,17940825,17940286,17920800,18027355,17939482,18163089
16650336,16892333,16997593,16986217,17830254,16996160,17848729,17907266,17094079,17906612,17848748,17823797,17933942,17891729,17915987,17941212,17940827,17920909,18032217,17939894,18168882,,,16650336,16892333,16997593,16986217,17830254,16996160,17848729,17907266,17094079,17906612,17848748,17823797,17933942,17891729,17915987,17941212,17940827,17920909,18032217,17939894,18168882
16650787,16893613,17000103,16988438,17836685,16998437,17853830,17910385,17108429,17911536,17856605,17827555,17934848,17892381,17918881,17942514,17940958,17925572,18033257,17940694,18171870,,,16650787,16893613,17000103,16988438,17836685,16998437,17853830,17910385,17108429,17911536,17856605,17827555,17934848,17892381,17918881,17942514,17940958,17925572,18033257,17940694,18171870
16659345,16897122,17005202,16989032,17844282,17000164,17860092,17910536,17109213,17911938,17859174,17834082,17935596,17895800,17918892,17945089,17942898,17929109,18034142,17941201,18183677,,,16659345,16897122,17005202,16989032,17844282,17000164,17860092,17910536,17109213,17911938,17859174,17834082,17935596,17895800,17918892,17945089,17942898,17929109,18034142,17941201,18183677
16659906,16898727,17007004,16999829,17844951,17005290,17867537,17913549,17125312,17916792,17861296,17839395,17936755,17895971,17922159,17947866,17942948,17929276,18038323,17942317,18183773,,,16659906,16898727,17007004,16999829,17844951,17005290,17867537,17913549,17125312,17916792,17861296,17839395,17936755,17895971,17922159,17947866,17942948,17929276,18038323,17942317,18183773
16660398,16899182,17009717,17001329,17854218,17006509,17868881,17916415,17131767,17918532,17872346,17845458,17938462,17896264,17922601,17948499,17943257,17940129,18039856,17944223,18187912,,,16660398,16899182,17009717,17001329,17854218,17006509,17868881,17916415,17131767,17918532,17872346,17845458,17938462,17896264,17922601,17948499,17943257,17940129,18039856,17944223,18187912
16662022,16900323,17010955,17004417,17859708,17009423,17869271,17916421,17171002,17919455,17874072,17846160,17938871,17896668,17922955,17949227,17944922,17941301,18040320,17945640,18191310,,,16662022,16900323,17010955,17004417,17859708,17009423,17869271,17916421,17171002,17919455,17874072,17846160,17938871,17896668,17922955,17949227,17944922,17941301,18040320,17945640,18191310
16673960,16901011,17011095,17012577,17860045,17010382,17870264,17918185,17190753,17921670,17878105,17851075,17944234,17896798,17923839,17950461,17952760,17942392,18046729,17945852,18192378,,,16673960,16901011,17011095,17012577,17860045,17010382,17870264,17918185,17190753,17921670,17878105,17851075,17944234,17896798,17923839,17950461,17952760,17942392,18046729,17945852,18192378
16676542,16901300,17012603,17019771,17873590,17010548,17871870,17919656,17191808,17924100,17878163,17851789,17948777,17897324,17928868,17950934,17973808,17942436,18048276,17947565,18193638,,,16676542,16901300,17012603,17019771,17873590,17010548,17871870,17919656,17191808,17924100,17878163,17851789,17948777,17897324,17928868,17950934,17973808,17942436,18048276,17947565,18193638
16677341,16903283,17023978,17036781,17876094,17011668,17873548,17920382,17200690,17925559,17879913,17854526,17949836,17897893,17931167,17951009,17976828,17942641,18054711,17951227,18205432,,,16677341,16903283,17023978,17036781,17876094,17011668,17873548,17920382,17200690,17925559,17879913,17854526,17949836,17897893,17931167,17951009,17976828,17942641,18054711,17951227,18205432
16686176,16905391,17026563,17043288,17878242,17019495,17873962,17920448,17202201,17926787,17880936,17857196,17950239,17904481,17931197,17952466,17980159,17948030,18055379,17952799,18205458,,,16686176,16905391,17026563,17043288,17878242,17019495,17873962,17920448,17202201,17926787,17880936,17857196,17950239,17904481,17931197,17952466,17980159,17948030,18055379,17952799,18205458
16687837,16906417,17026702,17047530,17886024,17021944,17874927,17921506,17249666,17928593,17893481,17866208,17950319,17904666,17933539,17953923,17988355,17951151,18060700,17953261,18207968,,,16687837,16906417,17026702,17047530,17886024,17021944,17874927,17921506,17249666,17928593,17893481,17866208,17950319,17904666,17933539,17953923,17988355,17951151,18060700,17953261,18207968
16688528,16908335,17027300,17057368,17886313,17023923,17881098,17921804,17263282,17928978,17894600,17871506,17951916,17907284,17935892,17956090,17989061,17953939,18068019,17964062,18208012,,,16688528,16908335,17027300,17057368,17886313,17023923,17881098,17921804,17263282,17928978,17894600,17871506,17951916,17907284,17935892,17956090,17989061,17953939,18068019,17964062,18208012
16689932,16911118,17028783,17075590,17890159,17031145,17882241,17922007,17317320,17930337,17897979,17881456,17953672,17910619,17936657,17959083,17989657,17954793,18072429,17967663,18209835,,,16689932,16911118,17028783,17075590,17890159,17031145,17882241,17922007,17317320,17930337,17897979,17881456,17953672,17910619,17936657,17959083,17989657,17954793,18072429,17967663,18209835
16694230,16913015,17032475,17098330,17890223,17032219,17886037,17925067,17330316,17930380,17898358,17889605,17954401,17910978,17936771,17960761,17992400,17956204,18074248,17968740,18210952,,,16694230,16913015,17032475,17098330,17890223,17032219,17886037,17925067,17330316,17930380,17898358,17889605,17954401,17910978,17936771,17960761,17992400,17956204,18074248,17968740,18210952
16694572,16918118,17034210,17099596,17892343,17051757,17888383,17925857,17374424,17930737,17900363,17893649,17958076,17911364,17938931,17962772,17996780,17960142,18077579,17987211,18212905,,,16694572,16918118,17034210,17099596,17892343,17051757,17888383,17925857,17374424,17930737,17900363,17893649,17958076,17911364,17938931,17962772,17996780,17960142,18077579,17987211,18212905
16699940,16918280,17037537,17101964,17894206,17053635,17889890,17926681,17408897,17930882,17901207,17897765,17960556,17912015,17939010,17965046,17999272,17960213,18092580,17992741,18214140,,,16699940,16918280,17037537,17101964,17894206,17053635,17889890,17926681,17408897,17930882,17901207,17897765,17960556,17912015,17939010,17965046,17999272,17960213,18092580,17992741,18214140
16700106,16919671,17037753,17129230,17897127,17056614,17890698,17933525,17417181,17931371,17902806,17897994,17961115,17912379,17941012,17971701,18002494,17961131,18108012,17996289,18214464,,,16700106,16919671,17037753,17129230,17897127,17056614,17890698,17933525,17417181,17931371,17902806,17897994,17961115,17912379,17941012,17971701,18002494,17961131,18108012,17996289,18214464
16702407,16920417,17039959,17142746,17900205,17059777,17891070,17934428,17441086,17932083,17903025,17898365,17964326,17913710,17943406,17972089,18013747,17962669,18132800,17999439,18214536,,,16702407,16920417,17039959,17142746,17900205,17059777,17891070,17934428,17441086,17932083,17903025,17898365,17964326,17913710,17943406,17972089,18013747,17962669,18132800,17999439,18214536
16712659,16921593,17041409,17148731,17900474,17061860,17894704,17936011,17521523,17932628,17910594,17898430,17975435,17913827,17944759,17974499,18015006,17969653,18162061,18000327,18218139,,,16712659,16921593,17041409,17148731,17900474,17061860,17894704,17936011,17521523,17932628,17910594,17898430,17975435,17913827,17944759,17974499,18015006,17969653,18162061,18000327,18218139
16713890,16922867,17042957,17151639,17903481,17065776,17896640,17936722,17650347,17933134,17911437,17899039,17975770,17914261,17946714,17976901,18015558,17975736,18167880,18002878,18222567,,,16713890,16922867,17042957,17151639,17903481,17065776,17896640,17936722,17650347,17933134,17911437,17899039,17975770,17914261,17946714,17976901,18015558,17975736,18167880,18002878,18222567
16716652,16923159,17055640,17163008,17904615,17066984,17896740,17937591,17771196,17938629,17911626,17899446,17984973,17916106,17949502,17978268,18020018,17980596,18168227,18008286,18225116,,,16716652,16923159,17055640,17163008,17904615,17066984,17896740,17937591,17771196,17938629,17911626,17899446,17984973,17916106,17949502,17978268,18020018,17980596,18168227,18008286,18225116
16720325,16925695,17059348,17166437,17905211,17074904,17897698,17939743,17788483,17938759,17911775,17900847,17990838,17916490,17949746,17978617,18021677,17986687,18168590,18011545,18227393,,,16720325,16925695,17059348,17166437,17905211,17074904,17897698,17939743,17788483,17938759,17911775,17900847,17990838,17916490,17949746,17978617,18021677,17986687,18168590,18011545,18227393
16743975,16928403,17061255,17166465,17906749,17077250,17897717,17939762,17794100,17939330,17912466,17903150,17991455,17919958,17949827,17980246,18024763,17987669,18172203,18012612,18227555,,,16743975,16928403,17061255,17166465,17906749,17077250,17897717,17939762,17794100,17939330,17912466,17903150,17991455,17919958,17949827,17980246,18024763,17987669,18172203,18012612,18227555
16760147,16928454,17072282,17171070,17915158,17078616,17898060,17940733,17811730,17940014,17913445,17904149,17997575,17920062,17953233,17992832,18031778,17987830,18182151,18020594,18229076,,,16760147,16928454,17072282,17171070,17915158,17078616,17898060,17940733,17811730,17940014,17913445,17904149,17997575,17920062,17953233,17992832,18031778,17987830,18182151,18020594,18229076
16761749,16929345,17076271,17190759,17917273,17085298,17898098,17941354,17830469,17942719,17914021,17905686,17999235,17924194,17953655,17993853,18032442,17989377,18185201,18029731,18229760,,,16761749,16929345,17076271,17190759,17917273,17085298,17898098,17941354,17830469,17942719,17914021,17905686,17999235,17924194,17953655,17993853,18032442,17989377,18185201,18029731,18229760
16763813,16929945,17100892,17202430,17917614,17086797,17898753,17942128,17839686,17945794,17914550,17907772,18000827,17924822,17954854,17995578,18032494,17994624,18186490,18029965,18231960,,,16763813,16929945,17100892,17202430,17917614,17086797,17898753,17942128,17839686,17945794,17914550,17907772,18000827,17924822,17954854,17995578,18032494,17994624,18186490,18029965,18231960
16764501,16934433,17115210,17209533,17921914,17101047,17900042,17942152,17843931,17946300,17915214,17909420,18001259,17925820,17955304,17997356,18037287,17996099,18188270,18031087,18234967,,,16764501,16934433,17115210,17209533,17921914,17101047,17900042,17942152,17843931,17946300,17915214,17909420,18001259,17925820,17955304,17997356,18037287,17996099,18188270,18031087,18234967
16766001,16934594,17117317,17214303,17922786,17109076,17902272,17942357,17847757,17951801,17917502,17909591,18001900,17928707,17956801,18000272,18040948,18004585,18188995,18040641,18235436,,,16766001,16934594,17117317,17214303,17922786,17109076,17902272,17942357,17847757,17951801,17917502,17909591,18001900,17928707,17956801,18000272,18040948,18004585,18188995,18040641,18235436
16766134,16937856,17119098,17221538,17926147,17114429,17903188,17947949,17858150,17953139,17917576,17910036,18011718,17935085,17958355,18001862,18041909,18005674,18189055,18041410,18235867,,,16766134,16937856,17119098,17221538,17926147,17114429,17903188,17947949,17858150,17953139,17917576,17910036,18011718,17935085,17958355,18001862,18041909,18005674,18189055,18041410,18235867
16775723,16939417,17135324,17229864,17927819,17120933,17903514,17950338,17865264,17956383,17918802,17911181,18016477,17935313,17959527,18014679,18045514,18007675,18191387,18044881,18236688,,,16775723,16939417,17135324,17229864,17927819,17120933,17903514,17950338,17865264,17956383,17918802,17911181,18016477,17935313,17959527,18014679,18045514,18007675,18191387,18044881,18236688
16779254,16939583,17137268,17230561,17929832,17123690,17904243,17955446,17866003,17957522,17919884,17912551,18017298,17936948,17963331,18014899,18046694,18008123,18197027,18046608,18237808,,,16779254,16939583,17137268,17230561,17929832,17123690,17904243,17955446,17866003,17957522,17919884,17912551,18017298,17936948,17963331,18014899,18046694,18008123,18197027,18046608,18237808
