0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log,,,0.log,1.log,2.log,3.log,4.log,5.log,6.log,7.log,8.log,9.log,10.log,11.log,12.log,13.log,14.log,15.log,16.log,17.log,18.log,19.log,20.log
30842478,32377463,30428605,26338168,26307275,24541052,24878347,24402547,24426605,23337901,23676934,24431710,24490048,24565113,24710037,24266930,24403570,24388650,25776254,24938126,28884785,,,30842478,32377463,30428605,26338168,26307275,24541052,24878347,24402547,24426605,23337901,23676934,24431710,24490048,24565113,24710037,24266930,24403570,24388650,25776254,24938126,28884785
30843001,32380566,30429732,26340996,26309312,24547557,24916126,24404479,24430121,23356205,23698240,24435640,24490256,24567768,24711985,24267678,24407608,24390510,25783331,24939298,28889332,,,30843001,32380566,30429732,26340996,26309312,24547557,24916126,24404479,24430121,23356205,23698240,24435640,24490256,24567768,24711985,24267678,24407608,24390510,25783331,24939298,28889332
30843429,32383277,30430400,26341604,26313110,24555885,24936424,24413766,24432372,23357359,23712884,24437270,24490351,24587596,24715117,24268004,24407977,24391406,25841168,24943177,28928595,,,30843429,32383277,30430400,26341604,26313110,24555885,24936424,24413766,24432372,23357359,23712884,24437270,24490351,24587596,24715117,24268004,24407977,24391406,25841168,24943177,28928595
30843515,32383539,30430755,26342874,26321130,24561841,24981783,24414445,24437905,23357696,23721050,24439041,24496785,24607472,24720093,24268576,24414717,24392719,25843224,24943475,28948114,,,30843515,32383539,30430755,26342874,26321130,24561841,24981783,24414445,24437905,23357696,23721050,24439041,24496785,24607472,24720093,24268576,24414717,24392719,25843224,24943475,28948114
30844032,32386029,30431049,26343106,26324138,24571603,25017182,24418326,24441856,23360703,23723104,24445888,24522929,24607802,24725820,24268825,24416144,24394382,25844583,24944743,29046957,,,30844032,32386029,30431049,26343106,26324138,24571603,25017182,24418326,24441856,23360703,23723104,24445888,24522929,24607802,24725820,24268825,24416144,24394382,25844583,24944743,29046957
30846095,32387575,30432014,26344553,26332658,24574198,25102339,24419094,24443686,23360826,23730226,24459157,24542005,24609760,24729105,24269400,24418824,24396046,25845109,24947224,29051605,,,30846095,32387575,30432014,26344553,26332658,24574198,25102339,24419094,24443686,23360826,23730226,24459157,24542005,24609760,24729105,24269400,24418824,24396046,25845109,24947224,29051605
30847098,32387703,30432386,26345081,26334791,24587342,25203390,24422356,24445646,23369971,23747132,24461089,24549426,24611404,24739990,24275926,24421489,24396641,25862241,24950901,29119306,,,30847098,32387703,30432386,26345081,26334791,24587342,25203390,24422356,24445646,23369971,23747132,24461089,24549426,24611404,24739990,24275926,24421489,24396641,25862241,24950901,29119306
30848115,32388503,30432487,26353435,26335484,24587860,25526344,24423424,24449837,23374383,23747135,24462660,24554683,24616006,24744743,24277649,24422176,24400022,25888905,24952512,29119739,,,30848115,32388503,30432487,26353435,26335484,24587860,25526344,24423424,24449837,23374383,23747135,24462660,24554683,24616006,24744743,24277649,24422176,24400022,25888905,24952512,29119739
30848315,32388734,30432808,26356667,26342639,24589500,25546265,24424806,24450813,23380293,23747469,24465182,24558017,24616532,24763209,24280010,24422684,24403436,25925669,24953099,29121320,,,30848315,32388734,30432808,26356667,26342639,24589500,25546265,24424806,24450813,23380293,23747469,24465182,24558017,24616532,24763209,24280010,24422684,24403436,25925669,24953099,29121320
30848937,32389072,30433317,26358663,26343870,24595024,25610901,24430594,24452256,23388567,23749281,24473258,24594793,24621368,24769342,24289310,24423928,24407370,25976601,24953513,29127453,,,30848937,32389072,30433317,26358663,26343870,24595024,25610901,24430594,24452256,23388567,23749281,24473258,24594793,24621368,24769342,24289310,24423928,24407370,25976601,24953513,29127453
30850016,32389591,30433347,26367634,26346344,24595759,25637870,24430789,24453288,23390076,23754679,24474482,24597098,24625836,24775584,24290846,24424455,24412239,26002033,24954691,29157711,,,30850016,32389591,30433347,26367634,26346344,24595759,25637870,24430789,24453288,23390076,23754679,24474482,24597098,24625836,24775584,24290846,24424455,24412239,26002033,24954691,29157711
30851872,32389715,30433398,26371844,26346620,24596886,25640112,24430864,24453865,23398116,23755513,24488218,24615719,24641810,24784571,24297224,24427866,24417170,26004527,24955797,29177605,,,30851872,32389715,30433398,26371844,26346620,24596886,25640112,24430864,24453865,23398116,23755513,24488218,24615719,24641810,24784571,24297224,24427866,24417170,26004527,24955797,29177605
30851955,32391631,30433662,26374319,26348977,24599123,25648503,24435914,24455380,23401232,23756370,24490307,24616016,24643306,24784762,24302755,24428100,24419437,26034824,24958468,29186845,,,30851955,32391631,30433662,26374319,26348977,24599123,25648503,24435914,24455380,23401232,23756370,24490307,24616016,24643306,24784762,24302755,24428100,24419437,26034824,24958468,29186845
30852549,32392733,30433702,26379070,26351379,24601883,25664009,24439870,24457021,23404837,23804831,24492039,24620304,24644246,24797212,24305751,24430327,24419937,26038831,24962314,29224677,,,30852549,32392733,30433702,26379070,26351379,24601883,25664009,24439870,24457021,23404837,23804831,24492039,24620304,24644246,24797212,24305751,24430327,24419937,26038831,24962314,29224677
30852621,32393159,30434061,26386631,26351897,24603062,25669048,24440078,24460552,23408347,23815062,24493055,24628001,24645824,24807852,24307925,24430351,24421991,26066363,24965423,29233428,,,30852621,32393159,30434061,26386631,26351897,24603062,25669048,24440078,24460552,23408347,23815062,24493055,24628001,24645824,24807852,24307925,24430351,24421991,26066363,24965423,29233428
30853021,32393538,30434108,26386765,26353825,24651155,25675737,24445331,24462152,23425697,23819280,24499855,24628912,24653545,24824063,24309914,24431303,24425396,26097514,24967698,29256189,,,30853021,32393538,30434108,26386765,26353825,24651155,25675737,24445331,24462152,23425697,23819280,24499855,24628912,24653545,24824063,24309914,24431303,24425396,26097514,24967698,29256189
30854475,32394016,30434556,26391405,26359873,24656002,25680718,24447429,24464239,23433621,23836205,24508397,24635775,24664477,24836571,24314580,24432304,24438694,26100984,24968567,29402018,,,30854475,32394016,30434556,26391405,26359873,24656002,25680718,24447429,24464239,23433621,23836205,24508397,24635775,24664477,24836571,24314580,24432304,24438694,26100984,24968567,29402018
30854524,32394053,30435293,26406751,26362420,24675048,25681143,24452013,24464831,23442148,23838602,24509516,24644081,24672870,24839241,24314685,24436784,24440621,26132071,24970549,29406886,,,30854524,32394053,30435293,26406751,26362420,24675048,25681143,24452013,24464831,23442148,23838602,24509516,24644081,24672870,24839241,24314685,24436784,24440621,26132071,24970549,29406886
30855443,32394095,30436692,26417445,26372178,24678296,25687575,24452584,24464952,23471355,23858126,24515633,24645846,24675652,24841418,24318303,24441191,24442157,26134190,24970698,29510581,,,30855443,32394095,30436692,26417445,26372178,24678296,25687575,24452584,24464952,23471355,23858126,24515633,24645846,24675652,24841418,24318303,24441191,24442157,26134190,24970698,29510581
30855469,32394103,30437405,26436144,26373036,24685858,25690887,24452731,24465404,23493054,23887544,24519551,24647097,24677113,24842320,24322681,24445362,24444890,26136500,24975161,29517398,,,30855469,32394103,30437405,26436144,26373036,24685858,25690887,24452731,24465404,23493054,23887544,24519551,24647097,24677113,24842320,24322681,24445362,24444890,26136500,24975161,29517398
30857300,32394469,30437596,26505016,26374561,24701631,25691341,24455804,24467990,23498315,23945614,24523126,24651762,24679985,24844793,24323893,24452881,24446072,26142173,24975372,29558254,,,30857300,32394469,30437596,26505016,26374561,24701631,25691341,24455804,24467990,23498315,23945614,24523126,24651762,24679985,24844793,24323893,24452881,24446072,26142173,24975372,29558254
30858266,32394524,30437655,26566368,26375367,24713140,25693700,24456459,24468522,23523323,23949706,24532263,24658289,24682118,24860624,24325723,24458903,24450860,26144183,24975952,29689443,,,30858266,32394524,30437655,26566368,26375367,24713140,25693700,24456459,24468522,23523323,23949706,24532263,24658289,24682118,24860624,24325723,24458903,24450860,26144183,24975952,29689443
30858407,32394682,30437741,26718086,26378448,24779307,25693793,24457441,24469454,23532650,23959627,24532636,24658455,24694990,24863512,24328691,24460008,24451948,26146221,24977253,30343182,,,30858407,32394682,30437741,26718086,26378448,24779307,25693793,24457441,24469454,23532650,23959627,24532636,24658455,24694990,24863512,24328691,24460008,24451948,26146221,24977253,30343182
30858484,32396043,30437872,26794528,26378690,24802359,25697302,24460640,24473112,23537741,23986386,24545635,24659124,24697611,24866555,24331393,24461272,24459279,26154259,24982825,30356580,,,30858484,32396043,30437872,26794528,26378690,24802359,25697302,24460640,24473112,23537741,23986386,24545635,24659124,24697611,24866555,24331393,24461272,24459279,26154259,24982825,30356580
30859888,32396146,30437900,26832379,26388599,24818504,25697498,24465017,24475748,23557132,23997601,24551743,24660788,24700815,24869033,24332988,24464255,24465687,26174980,24985162,30394277,,,30859888,32396146,30437900,26832379,26388599,24818504,25697498,24465017,24475748,23557132,23997601,24551743,24660788,24700815,24869033,24332988,24464255,24465687,26174980,24985162,30394277
30861293,32396935,30438435,26910475,26418035,24819840,25697568,24465190,24477419,23577929,24013114,24568987,24668948,24700939,24871808,24335902,24465542,24468633,26187339,24988839,30425671,,,30861293,32396935,30438435,26910475,26418035,24819840,25697568,24465190,24477419,23577929,24013114,24568987,24668948,24700939,24871808,24335902,24465542,24468633,26187339,24988839,30425671
30861730,32397246,30438576,26912522,26442410,24826612,25699598,24466545,24480266,23586976,24014289,24574010,24670924,24705804,24875558,24338438,24471141,24470880,26187694,24989563,30711298,,,30861730,32397246,30438576,26912522,26442410,24826612,25699598,24466545,24480266,23586976,24014289,24574010,24670924,24705804,24875558,24338438,24471141,24470880,26187694,24989563,30711298
30861931,32397902,30438678,26917703,26443722,24846279,25699647,24468552,24480564,23588432,24028341,24574620,24676594,24712504,24878042,24338564,24474537,24471060,26200696,24991488,30743874,,,30861931,32397902,30438678,26917703,26443722,24846279,25699647,24468552,24480564,23588432,24028341,24574620,24676594,24712504,24878042,24338564,24474537,24471060,26200696,24991488,30743874
30862332,32398085,30438891,26988802,26495910,25008532,25700169,24477769,24484013,23598221,24031265,24590787,24677348,24713361,24882973,24338766,24477374,24474122,26207397,24992070,30763183,,,30862332,32398085,30438891,26988802,26495910,25008532,25700169,24477769,24484013,23598221,24031265,24590787,24677348,24713361,24882973,24338766,24477374,24474122,26207397,24992070,30763183
30862595,32399202,30439020,27027808,26696871,25025257,25700397,24482181,24504865,23609388,24031286,24591978,24677451,24717527,24883842,24341148,24483635,24475583,26211056,24992298,30776982,,,30862595,32399202,30439020,27027808,26696871,25025257,25700397,24482181,24504865,23609388,24031286,24591978,24677451,24717527,24883842,24341148,24483635,24475583,26211056,24992298,30776982
30862666,32399221,30440315,27098981,26742558,25188179,25701192,24486182,24505189,23613151,24049834,24595745,24695419,24721842,24884941,24342914,24487704,24480503,26222487,24993907,30781839,,,30862666,32399221,30440315,27098981,26742558,25188179,25701192,24486182,24505189,23613151,24049834,24595745,24695419,24721842,24884941,24342914,24487704,24480503,26222487,24993907,30781839
30863188,32400072,30440727,27124963,26773302,25247531,25703357,24487360,24514692,23613384,24057039,24611392,24709053,24725858,24885698,24345112,24490469,24484445,26222577,24996065,30789707,,,30863188,32400072,30440727,27124963,26773302,25247531,25703357,24487360,24514692,23613384,24057039,24611392,24709053,24725858,24885698,24345112,24490469,24484445,26222577,24996065,30789707
30863353,32400464,30441123,27150085,26859053,25248717,25704243,24496102,24517592,23623682,24066837,24617724,24719099,24725948,24886391,24346454,24491713,24486752,26246518,24996069,30995296,,,30863353,32400464,30441123,27150085,26859053,25248717,25704243,24496102,24517592,23623682,24066837,24617724,24719099,24725948,24886391,24346454,24491713,24486752,26246518,24996069,30995296
30868314,32400495,30441245,27158154,26958751,25323995,25704432,24502280,24525689,23632055,24067630,24618774,24719361,24739199,24895649,24346548,24495626,24492835,26246908,24996653,31155260,,,30868314,32400495,30441245,27158154,26958751,25323995,25704432,24502280,24525689,23632055,24067630,24618774,24719361,24739199,24895649,24346548,24495626,24492835,26246908,24996653,31155260
30868538,32402986,30441593,27169783,26977474,25408071,25704678,24504067,24544000,23640334,24089746,24621466,24722852,24744526,24895667,24348731,24496166,24494914,26302624,24997652,31365394,,,30868538,32402986,30441593,27169783,26977474,25408071,25704678,24504067,24544000,23640334,24089746,24621466,24722852,24744526,24895667,24348731,24496166,24494914,26302624,24997652,31365394
30869159,32403150,30441602,27171022,26995709,25557313,25704742,24515717,24547845,23641143,24100629,24631742,24727061,24746660,24897830,24350751,24498861,24497262,26345629,24999370,31366948,,,30869159,32403150,30441602,27171022,26995709,25557313,25704742,24515717,24547845,23641143,24100629,24631742,24727061,24746660,24897830,24350751,24498861,24497262,26345629,24999370,31366948
30869616,32403440,30442404,27173259,27060227,25601398,25706972,24516739,24548639,23650899,24107168,24642746,24729039,24746761,24902301,24357471,24511468,24497803,26364662,25000270,31530383,,,30869616,32403440,30442404,27173259,27060227,25601398,25706972,24516739,24548639,23650899,24107168,24642746,24729039,24746761,24902301,24357471,24511468,24497803,26364662,25000270,31530383
30872543,32403602,30442456,27182365,27072344,25625834,25707000,24517502,24551786,23651048,24131216,24644601,24729328,24746782,24903302,24358691,24517768,24503054,26425082,25000809,31790203,,,30872543,32403602,30442456,27182365,27072344,25625834,25707000,24517502,24551786,23651048,24131216,24644601,24729328,24746782,24903302,24358691,24517768,24503054,26425082,25000809,31790203
30872593,32403634,30442653,27199196,27118258,25663968,25707614,24523095,24556132,23661263,24134202,24646373,24732043,24748376,24903384,24358907,24518480,24503780,26673396,25003877,32231178,,,30872593,32403634,30442653,27199196,27118258,25663968,25707614,24523095,24556132,23661263,24134202,24646373,24732043,24748376,24903384,24358907,24518480,24503780,26673396,25003877,32231178
30873919,32403854,30443001,27251616,27130368,25665707,25708793,24523547,24557500,23661601,24136065,24664033,24735787,24753326,24903889,24362536,24522202,24514717,26690104,25006029,32407583,,,30873919,32403854,30443001,27251616,27130368,25665707,25708793,24523547,24557500,23661601,24136065,24664033,24735787,24753326,24903889,24362536,24522202,24514717,26690104,25006029,32407583
30874626,32404285,30444629,27330319,27204372,25675589,25709395,24527237,24560986,23667210,24146214,24667649,24743649,24754351,24905426,24364708,24524538,24517451,26721978,25008429,32429305,,,30874626,32404285,30444629,27330319,27204372,25675589,25709395,24527237,24560986,23667210,24146214,24667649,24743649,24754351,24905426,24364708,24524538,24517451,26721978,25008429,32429305
30874650,32404589,30445683,27337242,27260727,25677951,25711101,24527409,24565210,23675491,24155935,24671893,24758235,24756761,24908484,24364714,24526178,24525555,26751135,25017543,32434342,,,30874650,32404589,30445683,27337242,27260727,25677951,25711101,24527409,24565210,23675491,24155935,24671893,24758235,24756761,24908484,24364714,24526178,24525555,26751135,25017543,32434342
30874919,32405142,30445985,27357502,27428125,25679579,25711282,24534855,24571673,23686232,24162689,24673227,24766326,24765537,24909310,24366713,24528276,24535260,26797321,25018410,32435127,,,30874919,32405142,30445985,27357502,27428125,25679579,25711282,24534855,24571673,23686232,24162689,24673227,24766326,24765537,24909310,24366713,24528276,24535260,26797321,25018410,32435127
30875304,32405164,30446311,27357916,27472018,25681702,25711674,24535933,24577083,23691328,24163064,24675152,24771500,24768056,24909612,24368330,24528516,24538473,26884457,25021122,32437739,,,30875304,32405164,30446311,27357916,27472018,25681702,25711674,24535933,24577083,23691328,24163064,24675152,24771500,24768056,24909612,24368330,24528516,24538473,26884457,25021122,32437739
30875464,32405508,30446535,27359403,27592675,25683951,25712248,24539027,24580954,23693731,24178589,24678931,24776539,24768426,24912303,24371993,24530244,24539968,26937399,25022581,32438607,,,30875464,32405508,30446535,27359403,27592675,25683951,25712248,24539027,24580954,23693731,24178589,24678931,24776539,24768426,24912303,24371993,24530244,24539968,26937399,25022581,32438607
30875929,32405651,30446772,27418072,27656082,25684581,25712304,24550144,24585255,23694770,24224574,24679214,24778163,24768594,24914583,24379278,24539700,24549305,26944724,25024558,32439786,,,30875929,32405651,30446772,27418072,27656082,25684581,25712304,24550144,24585255,23694770,24224574,24679214,24778163,24768594,24914583,24379278,24539700,24549305,26944724,25024558,32439786
30876274,32405773,30447221,27420733,27700092,25684904,25712726,24556741,24590043,23699530,24263871,24683124,24778707,24778008,24917461,24380908,24540545,24559752,27068338,25025568,32467720,,,30876274,32405773,30447221,27420733,27700092,25684904,25712726,24556741,24590043,23699530,24263871,24683124,24778707,24778008,24917461,24380908,24540545,24559752,27068338,25025568,32467720
30876521,32406097,30447230,27433876,27700255,25687292,25713367,24565745,24599176,23705484,24285253,24685590,24779278,24778240,24919242,24382421,24546790,24564820,27108563,25029008,32469925,,,30876521,32406097,30447230,27433876,27700255,25687292,25713367,24565745,24599176,23705484,24285253,24685590,24779278,24778240,24919242,24382421,24546790,24564820,27108563,25029008,32469925
30878728,32406600,30447252,27436522,27723845,25687570,25713977,24570369,24612782,23709534,24291154,24693845,24780173,24786405,24919260,24386396,24551211,24569064,27139631,25031354,32477286,,,30878728,32406600,30447252,27436522,27723845,25687570,25713977,24570369,24612782,23709534,24291154,24693845,24780173,24786405,24919260,24386396,24551211,24569064,27139631,25031354,32477286
30879059,32406928,30447621,27450126,27755950,25688399,25714922,24584605,24612904,23711526,24291255,24696281,24783278,24791752,24922841,24394385,24565762,24579714,27232331,25032046,32477534,,,30879059,32406928,30447621,27450126,27755950,25688399,25714922,24584605,24612904,23711526,24291255,24696281,24783278,24791752,24922841,24394385,24565762,24579714,27232331,25032046,32477534
30880862,32407254,30448306,27450698,27777400,25689004,25715663,24610022,24613291,23715864,24305890,24709765,24783840,24795326,24924577,24398704,24567161,24580607,27233483,25034281,32479069,,,30880862,32407254,30448306,27450698,27777400,25689004,25715663,24610022,24613291,23715864,24305890,24709765,24783840,24795326,24924577,24398704,24567161,24580607,27233483,25034281,32479069
30883234,32407582,30448702,27458222,27899218,25689172,25717072,24611960,24614788,23719583,24309457,24713450,24785677,24798840,24926689,24399966,24575207,24595668,27255592,25035862,32479261,,,30883234,32407582,30448702,27458222,27899218,25689172,25717072,24611960,24614788,23719583,24309457,24713450,24785677,24798840,24926689,24399966,24575207,24595668,27255592,25035862,32479261
30883510,32408860,30449449,27470964,28022629,25690947,25718114,24619238,24640355,23732888,24312570,24714737,24790013,24803172,24926957,24401982,24575968,24599597,27261557,25038400,32479879,,,30883510,32408860,30449449,27470964,28022629,25690947,25718114,24619238,24640355,23732888,24312570,24714737,24790013,24803172,24926957,24401982,24575968,24599597,27261557,25038400,32479879
30884174,32409268,30449688,27478879,28027418,25696196,25722447,24624284,24646200,23734523,24323843,24714874,24792053,24805542,24927590,24405057,24585581,24603854,27337516,25043039,32480704,,,30884174,32409268,30449688,27478879,28027418,25696196,25722447,24624284,24646200,23734523,24323843,24714874,24792053,24805542,24927590,24405057,24585581,24603854,27337516,25043039,32480704
30885007,32409354,30450572,27480019,28058581,25697309,25722816,24625129,24653260,23767574,24334444,24718372,24800060,24808234,24932834,24407601,24587381,24603926,27380185,25045084,32481097,,,30885007,32409354,30450572,27480019,28058581,25697309,25722816,24625129,24653260,23767574,24334444,24718372,24800060,24808234,24932834,24407601,24587381,24603926,27380185,25045084,32481097
30886043,32410204,30451330,27482139,28155343,25699415,25723543,24628463,24658115,23780839,24334685,24727241,24808712,24809421,24933063,24409224,24600134,24610985,27398579,25051738,32482759,,,30886043,32410204,30451330,27482139,28155343,25699415,25723543,24628463,24658115,23780839,24334685,24727241,24808712,24809421,24933063,24409224,24600134,24610985,27398579,25051738,32482759
30888357,32410305,30451541,27488144,28165940,25699719,25729044,24636405,24660132,23802881,24338487,24729179,24814535,24809603,24935836,24413994,24610158,24612740,27423475,25055543,32496536,,,30888357,32410305,30451541,27488144,28165940,25699719,25729044,24636405,24660132,23802881,24338487,24729179,24814535,24809603,24935836,24413994,24610158,24612740,27423475,25055543,32496536
30888639,32410532,30452028,27496402,28220305,25699871,25729535,24644389,24672853,23824080,24348107,24733419,24818709,24811494,24937777,24418505,24622971,24631276,27454463,25064088,32504344,,,30888639,32410532,30452028,27496402,28220305,25699871,25729535,24644389,24672853,23824080,24348107,24733419,24818709,24811494,24937777,24418505,24622971,24631276,27454463,25064088,32504344
30890417,32411095,30452079,27497364,28238364,25701455,25731913,24652231,24679418,23827169,24349544,24742763,24819866,24816759,24939577,24424565,24633379,24641846,27475128,25066539,32505322,,,30890417,32411095,30452079,27497364,28238364,25701455,25731913,24652231,24679418,23827169,24349544,24742763,24819866,24816759,24939577,24424565,24633379,24641846,27475128,25066539,32505322
30890908,32411242,30452304,27500041,28311625,25704629,25733727,24666788,24687758,23831352,24351872,24745055,24827935,24816934,24940843,24428687,24648282,24651880,27485928,25070208,32513678,,,30890908,32411242,30452304,27500041,28311625,25704629,25733727,24666788,24687758,23831352,24351872,24745055,24827935,24816934,24940843,24428687,24648282,24651880,27485928,25070208,32513678
30891381,32411988,30452877,27503982,28330553,25704890,25735496,24671283,24691981,23891736,24353265,24753454,24830492,24829923,24941568,24432218,24657043,24656643,27497920,25077173,32530824,,,30891381,32411988,30452877,27503982,28330553,25704890,25735496,24671283,24691981,23891736,24353265,24753454,24830492,24829923,24941568,24432218,24657043,24656643,27497920,25077173,32530824
30891515,32412125,30452996,27511614,28878531,25707334,25736794,24683352,24699484,23915070,24357362,24763709,24832605,24839694,24944694,24435950,24663769,24661304,27521172,25078247,32532525,,,30891515,32412125,30452996,27511614,28878531,25707334,25736794,24683352,24699484,23915070,24357362,24763709,24832605,24839694,24944694,24435950,24663769,24661304,27521172,25078247,32532525
30892133,32412289,30453464,27527720,28891440,25711038,25738777,24690147,24710411,23930663,24373080,24771438,24834218,24841090,24946136,24437075,24684720,24686440,27539306,25084948,32533160,,,30892133,32412289,30453464,27527720,28891440,25711038,25738777,24690147,24710411,23930663,24373080,24771438,24834218,24841090,24946136,24437075,24684720,24686440,27539306,25084948,32533160
30892627,32412777,30453636,27542543,28978773,25712523,25738926,24707617,24732166,23938342,24374096,24771679,24837375,24842310,24947123,24437154,24694996,24689788,27579698,25094283,32535971,,,30892627,32412777,30453636,27542543,28978773,25712523,25738926,24707617,24732166,23938342,24374096,24771679,24837375,24842310,24947123,24437154,24694996,24689788,27579698,25094283,32535971
30892806,32412887,30453765,27542707,29033842,25712622,25741828,24711554,24735668,23952126,24378029,24771939,24838844,24864941,24947318,24438035,24709695,24692174,27581088,25105564,32593478,,,30892806,32412887,30453765,27542707,29033842,25712622,25741828,24711554,24735668,23952126,24378029,24771939,24838844,24864941,24947318,24438035,24709695,24692174,27581088,25105564,32593478
30893036,32413058,30453880,27543327,29123989,25712979,25744244,24711752,24738203,23963344,24378114,24783602,24844467,24867779,24948160,24444964,24711605,24704377,27630747,25109269,32597573,,,30893036,32413058,30453880,27543327,29123989,25712979,25744244,24711752,24738203,23963344,24378114,24783602,24844467,24867779,24948160,24444964,24711605,24704377,27630747,25109269,32597573
30895515,32413557,30454127,27578980,29180833,25713328,25745716,24728804,24772902,23964171,24390629,24801422,24844639,24868544,24948732,24450947,24715119,24710296,28023374,25144538,32607728,,,30895515,32413557,30454127,27578980,29180833,25713328,25745716,24728804,24772902,23964171,24390629,24801422,24844639,24868544,24948732,24450947,24715119,24710296,28023374,25144538,32607728
30897136,32414055,30454524,27579952,29200137,25715050,25745862,24729258,24774531,23969225,24394206,24804479,24845651,24869964,24950625,24454979,24742352,24732210,28170085,25149358,32611990,,,30897136,32414055,30454524,27579952,29200137,25715050,25745862,24729258,24774531,23969225,24394206,24804479,24845651,24869964,24950625,24454979,24742352,24732210,28170085,25149358,32611990
30897839,32414307,30455140,27589152,29282316,25717172,25747644,24729838,24778469,23972326,24394613,24806422,24846710,24870458,24950924,24459056,24746937,24747062,28170670,25172381,32612750,,,30897839,32414307,30455140,27589152,29282316,25717172,25747644,24729838,24778469,23972326,24394613,24806422,24846710,24870458,24950924,24459056,24746937,24747062,28170670,25172381,32612750
30903411,32414361,30455527,27591330,29288989,25717264,25747983,24765342,24778860,23978309,24395325,24809595,24849864,24871604,24950925,24462167,24747497,24756841,28179858,25192250,32627449,,,30903411,32414361,30455527,27591330,29288989,25717264,25747983,24765342,24778860,23978309,24395325,24809595,24849864,24871604,24950925,24462167,24747497,24756841,28179858,25192250,32627449
30908117,32414405,30455850,27603115,29341451,25721038,25748353,24767895,24778918,23986455,24396352,24815959,24856618,24872131,24951583,24470961,24775041,24760047,28232836,25198967,32635565,,,30908117,32414405,30455850,27603115,29341451,25721038,25748353,24767895,24778918,23986455,24396352,24815959,24856618,24872131,24951583,24470961,24775041,24760047,28232836,25198967,32635565
30908275,32414718,30456407,27607111,29537383,25721598,25750294,24770202,24779058,23988934,24398810,24818958,24859307,24872563,24952315,24471815,24775188,24762085,28244229,25206049,32638464,,,30908275,32414718,30456407,27607111,29537383,25721598,25750294,24770202,24779058,23988934,24398810,24818958,24859307,24872563,24952315,24471815,24775188,24762085,28244229,25206049,32638464
30910023,32414780,30456826,27651786,29541796,25723022,25754531,24805160,24782863,23989439,24403474,24819379,24859931,24873376,24952640,24471892,24800627,24770440,28316655,25319976,32646941,,,30910023,32414780,30456826,27651786,29541796,25723022,25754531,24805160,24782863,23989439,24403474,24819379,24859931,24873376,24952640,24471892,24800627,24770440,28316655,25319976,32646941
30911053,32414835,30457101,27658945,29771766,25723719,25756064,24825750,24788734,23994608,24405695,24826137,24862235,24874172,24952714,24474421,24820444,24774098,28696640,25347951,32683248,,,30911053,32414835,30457101,27658945,29771766,25723719,25756064,24825750,24788734,23994608,24405695,24826137,24862235,24874172,24952714,24474421,24820444,24774098,28696640,25347951,32683248
30912295,32414939,30457721,27675736,29784869,25723769,25759857,24827756,24791494,24000745,24408489,24827845,24865665,24875384,24952928,24484845,24820646,24779790,28705260,25356173,32686005,,,30912295,32414939,30457721,27675736,29784869,25723769,25759857,24827756,24791494,24000745,24408489,24827845,24865665,24875384,24952928,24484845,24820646,24779790,28705260,25356173,32686005
30913766,32415888,30458022,27717547,29826393,25727231,25760110,24853388,24794228,24038372,24412134,24838009,24869081,24875738,24957450,24485837,24843369,24795533,28706072,25538003,32690523,,,30913766,32415888,30458022,27717547,29826393,25727231,25760110,24853388,24794228,24038372,24412134,24838009,24869081,24875738,24957450,24485837,24843369,24795533,28706072,25538003,32690523
30914039,32416327,30458177,27765077,29837898,25729148,25761366,24856955,24794784,24039985,24415899,24843938,24870528,24881003,24959735,24487439,24851434,24800521,28708701,25624515,32704131,,,30914039,32416327,30458177,27765077,29837898,25729148,25761366,24856955,24794784,24039985,24415899,24843938,24870528,24881003,24959735,24487439,24851434,24800521,28708701,25624515,32704131
30917417,32416615,30458497,27909493,29853136,25730370,25766397,24857767,24808847,24041652,24430500,24844276,24870891,24883070,24960739,24487852,24858296,24805120,28748685,25681270,32733872,,,30917417,32416615,30458497,27909493,29853136,25730370,25766397,24857767,24808847,24041652,24430500,24844276,24870891,24883070,24960739,24487852,24858296,24805120,28748685,25681270,32733872
30918138,32416642,30458515,27920293,29922582,25731621,25768810,24883679,24815737,24051518,24430587,24844294,24874025,24886631,24964102,24491457,24918788,24809968,28827587,25706364,32744355,,,30918138,32416642,30458515,27920293,29922582,25731621,25768810,24883679,24815737,24051518,24430587,24844294,24874025,24886631,24964102,24491457,24918788,24809968,28827587,25706364,32744355
30919795,32417032,30458527,28091594,30142144,25734280,25770121,24893125,24819693,24052004,24431573,24856223,24876022,24891717,24969785,24505896,24928040,24815445,28841423,25714660,32762097,,,30919795,32417032,30458527,28091594,30142144,25734280,25770121,24893125,24819693,24052004,24431573,24856223,24876022,24891717,24969785,24505896,24928040,24815445,28841423,25714660,32762097
30920745,32417075,30458583,28159626,30159847,25735012,25774128,24922245,24826701,24053042,24433309,24856605,24885984,24894438,24972958,24510498,24932581,24816803,28848208,25718975,32768687,,,30920745,32417075,30458583,28159626,30159847,25735012,25774128,24922245,24826701,24053042,24433309,24856605,24885984,24894438,24972958,24510498,24932581,24816803,28848208,25718975,32768687
