0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log,avg,,0.00.log,0.50.log,1.00.log,1.50.log,2.00.log,2.50.log,3.00.log,3.50.log,4.00.log,4.50.log,5.00.log,5.50.log,6.00.log,6.50.log,7.00.log,7.50.log,8.00.log,8.50.log,9.00.log,9.50.log,10.00.log
27989875,28076927,28519643,28956583,39943324,41281446,65004230,66311211,67873011,69919222,91187539,93245735,93397418,240090919,254182943,254544412,257640815,259606650,271798733,273527805,286434959,135215876.2,,40788366,41187724,41305723,41681629,56162011,65156370,66338183,74624442,81684362,119686191,254760188,260952877,265238625,265021874,269871430,271992213,272068772,273383301,273377865,274081960,283410817
27991063,28078292,28520359,28967126,39952323,41338105,65006766,66328195,67917551,69949098,91191592,93245876,93427175,240408481,254197884,254557496,257663889,259623603,271934797,273546846,286521317,135255611.1,,40790470,41187762,41305756,41682142,56360511,65245575,66380653,74689199,81738162,119881773,254799950,260965954,265254956,265055820,269877354,272036988,272102257,273429803,273398695,274146919,283594641
27991439,28078708,28523949,28967505,39956469,41340705,65008015,66371669,67918139,69981221,91195240,93337834,93600590,241348137,254215864,254624567,257681316,259625849,272052654,273895123,286584420,135347591.1,,40791240,41190905,41306560,41682385,56812481,65254523,66415579,74856577,81751955,121270148,254848588,260975477,265263304,265114391,269903933,272056068,272103106,273465602,273400600,274208616,284049873
27992647,28079792,28524630,28976192,39970436,41376414,65017071,66381330,67919149,70000483,91243213,93415352,93604625,241637228,254261720,254687011,257702676,259629203,272143524,273907173,286600819,135384318.5,,40791390,41191128,41309533,41690465,56823552,65344887,66519717,74861276,81761844,121365604,254916340,261001049,265329510,265123161,269948759,272066555,272117094,273474271,273406282,274222641,284630742
27992707,28083132,28528993,28987024,39975831,41378300,65020710,66386454,67962659,70062156,91266670,93429745,93653559,241828801,254353431,254719820,257716766,259706318,272292340,273950729,286635191,135425301.7,,40794638,41193435,41315891,41693505,56825910,65453449,66614807,75041496,81798527,122657956,255152139,261022314,265331479,265229193,269994495,272087185,272122195,273496182,273429340,274233756,284699268
27992846,28083246,28529434,29003229,39978042,41436814,65026749,66399323,67971163,70082911,91267583,93506654,93659916,241877641,254393790,254808388,257725000,259712098,272303279,274061147,286682724,135452475.1,,40795866,41195233,41318370,41694285,56840564,65499222,66625006,75063724,81807885,244428361,255607375,261024117,265346350,265275155,270082729,272111405,272129180,273504775,273447254,274239307,284804899
27995277,28085693,28533830,29012141,39981885,41501526,65030413,66456791,67978677,70108180,91290640,93548258,93697875,242045468,254527700,254878247,257761630,259750291,272413158,274069028,286734821,135495310.9,,40796269,41197200,41318458,41697250,56880712,65622391,66631129,75850309,81858064,244890840,255787232,261039774,265513721,265282965,270091885,272151734,272145317,273507542,273462477,274272787,284866820
27995723,28086774,28535682,29016296,40051061,41529628,65030720,66464545,67999451,70124291,91349062,93554501,93736870,242224221,254537524,254880881,257795715,259755241,272481513,274115579,286771613,135525566.2,,40796583,41197952,41319292,41697293,56910349,65637553,66670426,76346207,81863033,244953570,255885522,261076162,265560034,265293542,270112167,272161326,272157266,273545658,273464341,274408738,285052015
27995750,28088699,28535962,29016735,40070575,41583542,65032400,66541753,68038028,70141213,91363271,93594986,93781655,242959719,254548174,254887855,257797015,259819021,272543252,274121284,286845680,135586027.1,,40797144,41200259,41321253,41699145,56990129,65648373,66686643,76383891,81866826,245176226,256024528,261115043,265602376,265389904,270153516,272162539,272158435,273549777,273515642,274422433,285256689
27997141,28095631,28536974,29018623,40092582,41621532,65035028,66590273,68047484,70258371,91405968,93603215,93796599,243137916,254585163,254890049,257842839,259853979,272684986,274195740,286913673,135628750.8,,40797326,41202729,41322840,41700796,57013457,65671840,66690776,76475279,81925637,245510741,256089623,261135956,265627974,265524998,270178793,272174123,272172898,273620083,273571499,274506079,285595875
27997608,28097021,28537337,29028429,40102366,41657027,65042162,66622173,68048371,70332438,91408626,93607173,93809736,243272446,254593193,254946161,257920815,259873832,272852334,274375524,287043735,135674690.8,,40797499,41205611,41324126,41703678,57037596,65691145,66691502,76510896,81974635,245993766,256120761,261168376,265661901,265537146,270184685,272181038,272174335,273623949,273583662,274546508,285867947
27998221,28098478,28537421,29037582,40110887,41676569,65042342,66628678,68054262,70761009,91416597,93625037,93855834,243329018,254676746,254980149,258014865,259933229,272919456,274461145,287046232,135723988.4,,40802728,41206585,41326228,41703956,57075664,65869523,66765372,76568559,81978842,253086275,256510073,261190027,265673401,265572671,270210623,272188678,272175744,273639729,273596255,274556727,285926395
27998555,28100859,28543219,29045214,40133054,41698634,65048239,66638261,68065408,70908466,91554339,93721749,93858655,243992255,254766233,255013611,258023711,259944614,273534944,274488305,287330363,135828985.1,,40803745,41209351,41328158,41705001,57083481,65882651,66767669,76746214,81984720,254065774,256652537,261232834,265700933,265712382,270236094,272198540,272179214,273678423,273611941,274601485,286528553
28000292,28104340,28546299,29056452,40141146,41730283,65056173,66725710,68082127,71166998,91588308,93793635,93889154,244254948,254801976,255056216,258073783,259954038,273681619,274561743,287382234,135887975,,40804378,41209969,41329453,41707072,57108337,65905011,66768865,76754023,81992046,254093960,256664935,261269847,265711480,265754327,270248744,272205226,272179258,273744836,273634041,274625810,286838137
28001010,28107175,28555665,29078195,40175054,41801349,65064807,66754136,68166912,73607227,91590234,93816502,93926176,245699677,254962458,255192253,258083776,260005235,273782518,274586970,287426867,136113533.1,,40804665,41210406,41330738,41713675,57109157,65910972,66776933,76760759,82007847,254380187,256695188,261345377,265718572,265836166,270274806,272206535,272193665,273757271,273656584,274632718,286846045
28003821,28111133,28556547,29085532,40177782,41867016,65078059,66805483,68194548,75130812,91615589,93840786,93989959,247735745,255090439,255281793,258111189,260075189,274027389,274634332,287612223,136334541.2,,40804725,41214208,41331955,41720549,57127779,65937166,66789183,77037332,82008268,254913714,256717248,261349403,265750091,265880736,270352940,272212710,272199015,273757924,273684544,274666040,286869682
28004518,28111313,28558043,29088504,40178473,41952954,65084799,66825193,68213529,75232220,91651824,93873333,93991965,248031443,255160692,255349324,258137314,260106162,274029374,275004594,287669914,136393118.3,,40805537,41216737,41334215,41723204,57168197,65945055,66913088,77075245,82014457,255429361,256740350,261387463,265895521,265917999,270361362,272213133,272203093,273770042,273694635,274681594,287214539
28005410,28111979,28558329,29120782,40184327,42045225,65085070,66964061,68264382,76861683,91669594,93901577,94042902,248376802,255203350,255355509,258220504,260179506,274170723,275020962,287716019,136526604.6,,40805565,41217190,41335631,41724618,57171583,65948546,66980580,78293489,82026450,255631889,256823263,261424506,265913506,265923969,270365967,272237511,272215757,273771238,273696156,274811939,287277919
28009117,28114430,28565916,29125496,40200665,42081886,65097068,66988951,68275331,77152085,91674726,93912535,94054297,248992044,255289429,255370900,258328469,260198699,274226431,275053899,287762920,136594061.6,,40805595,41218522,41342378,41725272,57171972,66064514,67004953,78502002,82228740,255679399,257161174,261427801,265921742,265995772,270368728,272241301,272226315,273777022,273696954,274878694,287333392
28009674,28114916,28568327,29129793,40205095,42114105,65108499,67022109,68288283,78311497,91726892,94092744,94132947,249051316,255335835,255559804,258354801,260250904,274276399,275374267,287763958,136704388.8,,40806476,41219760,41342839,41726632,57174435,66105150,67018822,78654539,82249428,255746880,257216707,261447529,265978744,266001770,270373229,272258523,272227349,273779970,273754048,274954537,287340092
28011866,28116336,28570147,29131744,40222370,42138429,65117399,67047429,68312263,78770988,91741783,94203094,94295746,249098531,255416431,255637933,258372649,260269912,274303233,275379795,287792564,136759554.4,,40807629,41220752,41343757,41726764,57211026,66111937,67021876,78780660,82255362,255932168,257283135,261484896,266036136,266015784,270392301,272273599,272229645,273805358,273757980,274976791,287679202
28012263,28117136,28570931,29183152,40248142,42222689,65124438,67068364,68342315,78947967,91777756,94395322,94317822,249999112,255432142,255654668,258510951,260270686,274371356,275648724,287966669,136865838.3,,40807825,41226408,41351996,41729552,57219659,66122751,67067077,79020137,82261748,255966727,257823510,261492606,266037667,266110410,270410093,272286785,272254919,273810981,273763298,275126591,287732317
28013011,28117260,28571092,29224233,40257328,42400327,65139373,67169073,68351068,79221330,91807753,94840010,94321322,250676664,255442475,255659461,258586126,260273356,274464682,275889867,288268337,136985435.6,,40808769,41231083,41352323,41730042,57229770,66133099,67112952,79110033,82273565,256019644,257936648,261527753,266074161,266122157,270428112,272294698,272258471,273820665,273793000,275139597,287740783
28016461,28117896,28575899,29299984,40259183,42411774,65140320,67170097,68437482,79426953,91809563,95183397,94378316,251015295,255473654,255659588,258621537,260618101,274470258,276001502,288335385,137067745,,40808930,41234242,41352728,41730853,57241408,66139783,67119783,79115478,82346969,256041289,258010162,261536472,266079695,266173714,270459307,272298227,272274490,273836581,273804230,275459463,287743816
28019154,28119192,28577021,29313579,40266750,42754977,65146205,67180277,68453507,79428560,91819089,95505098,94408482,251610096,255543245,255663242,258680407,260729023,275039654,276522148,288387773,137198451.4,,40808943,41235574,41354565,41733596,57248939,66142636,67167162,79194435,82379913,256130975,258022973,261541518,266192127,266191908,270469611,272329316,272279554,273847240,273838395,275501186,287872961
28020393,28119378,28580250,29316234,40275559,42759019,65156316,67190731,68468070,79587183,91820336,95816976,94565241,251852241,255551015,255707272,258682318,260779726,275075222,276585043,288450890,137255210.1,,40809905,41235870,41354898,41738350,57267057,66153886,67169044,79217409,82386926,256298338,258024636,261588509,266236688,266198223,270513718,272330185,272281488,273862021,273842615,275566950,287951551
28020795,28120803,28583854,29316344,40280997,42957487,65158480,67243526,68536359,79626515,91832257,97362933,95959723,252264778,255560772,255708240,258694617,262019830,275145059,276733985,288517763,137506910.3,,40810945,41235960,41360915,41742134,57270180,66172763,67180827,79226052,82395320,256422785,258198685,261607672,266258527,266284197,270549811,272347475,272286070,273882118,273842818,275736219,288046918
28020943,28123434,28587655,29331497,40315080,43159354,65159883,67249999,68541481,79634104,92013546,97392199,96103602,252335785,255602345,255739240,258710391,263256090,275297521,278029232,288528915,137672966.5,,40811101,41239356,41361373,41748875,57274519,66183009,67181683,79228930,82398674,256440810,258290809,261620759,266282804,266295555,270553057,272365240,272286466,273892516,273862817,275770216,288149765
28021808,28126518,28589289,29345766,40328352,43512965,65169743,67292519,68578566,79685803,92039271,97577132,96106407,252415093,255610223,255743791,258733516,264409238,275470983,279324575,288551694,137839678.7,,40811279,41241676,41364716,41757991,57298549,66189387,67262881,79234500,82414836,256528318,258310447,261624726,266433416,266389644,270660403,272367551,272305443,273923075,273876328,275802464,288167851
28022173,28126927,28591297,29347552,40334849,43541524,65187466,67367220,68639706,79985316,92069124,97870797,96246254,252489994,255654566,255756189,258738109,265656248,275591438,280547019,288619491,138018250.4,,40812153,41242813,41365862,41761067,57315661,66201105,67276412,79240777,82469216,256792701,258377224,261664388,266434522,266440295,270661051,272371937,272309286,273926303,273897640,275905400,288183325
28025518,28127795,28593428,29349794,40337600,43829537,65202359,67439789,68677141,80096122,92072683,97993879,96303542,252561005,255667525,255758027,258828916,265785871,275830882,280643454,288670958,138085515.5,,40812531,41243981,41371258,41763397,57346549,66214915,67283811,79276236,82533541,257003244,258379579,261723653,266554008,266515002,270663797,272374775,272314408,273943402,273907479,276165456,288188822
28025857,28129350,28593522,29352148,40368329,44100692,65208779,67453404,68695413,80122466,92075343,100661278,97207803,252589843,255708675,255795828,258831466,265986843,275921582,282275130,288671354,138370243.1,,40812833,41244841,41371270,41764280,57409591,66253544,67305624,79302444,82536116,257019191,258418402,261760387,266628953,266578806,270695948,272375144,272330070,273966278,273930779,276238787,288203978
28032719,28130288,28596058,29375470,40369179,44497474,65210578,67489290,68771074,80150000,92127509,103337961,97318428,252678201,255724912,255831070,259016112,266136758,276079434,282735169,288692706,138585732.9,,40813563,41251232,41372226,41765225,57413661,66289354,67412242,79304612,82550343,257344756,258524576,261764148,266719990,266630193,270697305,272384260,272335838,273972754,273940349,276372620,288240149
28033391,28131768,28596591,29385136,40379220,44517943,65219520,67513536,68839325,80293752,92135265,104260669,102582474,252688793,255740959,255918080,259070048,266179615,276795329,282753111,288693715,138939440,,40814250,41254412,41375908,41769161,57477629,66292042,67466683,79313327,82620115,257542546,258933039,261772571,266726865,266779776,270733625,272389815,272349810,273975605,273958904,276593900,288301944
28034612,28133013,28598929,29532547,40394176,44963027,65221647,67713087,68855530,80677787,92183690,105061575,102975109,252730969,255765514,255949405,259116468,266191151,276932956,282773407,288701426,139071715.5,,40814887,41254863,41377474,41787450,57478550,66349733,67481229,79327247,82636753,257694080,259078885,261775836,266848252,266875133,270752347,272393043,272369964,273977559,273959941,277125105,288381266
28036465,28133800,28599703,29659822,40408263,45196427,65227597,67716346,68878208,80889842,92202924,105081875,103925826,252773989,255786455,255963882,259146738,266993710,277191318,282795902,288868339,139213211,,40817825,41256501,41379881,41792397,57486844,66409916,67693475,79398234,82737647,257934269,259141033,261787768,266931168,266906897,270777690,272394800,272374090,273989625,273993344,277183229,288431784
28038108,28134352,28599804,29660188,40465507,45274966,65228796,67724474,69028015,81153663,92212091,105361430,103965061,252821522,255788636,255989838,259208604,267361423,277764573,282800650,289041490,139315390,,40818078,41256596,41382134,41798299,57504059,66427774,67709525,79417498,82770260,257944388,259194139,261798967,266969960,266932921,270777703,272410017,272376324,274013961,274012204,277294058,288454604
28039920,28134631,28600281,29745588,40474206,45316156,65229117,67794034,69216590,81180191,92263142,105414250,104077495,252825206,255802185,256001898,259213838,267879352,277925281,282825623,289240847,139390468.1,,40818715,41257102,41382518,41803515,57516987,66480036,67722432,79507371,82819045,257952997,259314248,261818222,266985437,267077580,270783102,272414292,272396710,274027784,274024385,277310086,288463493
28040333,28134825,28608710,29819288,40480472,45414702,65237220,67798273,69235875,81272425,92285468,105438633,104118730,252905387,255812046,256215349,259238076,268003765,278780178,282877695,289485319,139485846.1,,40819651,41258257,41382698,41812316,57526284,66541136,68017779,79513730,82832767,258078511,259340368,261866579,267199386,267082610,270830797,272415243,272417862,274110601,274040216,277382711,288469259
28040919,28136705,28609191,30609499,40493065,45501689,65244179,67810804,69412463,81672088,92299390,105448978,104347650,252915835,255836759,256243584,259270963,268020635,278919266,282957063,289747419,139597054.5,,40825005,41259877,41385140,41814067,57533883,66584356,68231116,79544189,82909018,258127439,259416093,261874950,267276085,267131076,270857774,272420162,272426272,274144768,274059177,277601079,288470437
28043636,28138891,28609370,34323330,40528195,45654697,65255270,67880617,69580587,81779970,92397939,105946675,104496098,252926634,255855985,256265629,259272844,268042587,281013360,282957093,289920695,139947147.7,,40825813,41260161,41389988,41823187,57546015,66596692,68306119,79545867,82930155,258145847,259449826,262009708,267328161,267182637,270890875,272422589,272431856,274191214,274093187,277636406,288523711
28045150,28139693,28613449,35085121,40528227,45811471,65267154,67959024,69624884,81882561,92524564,106076876,104515996,252948988,255856524,256298172,259277476,268374317,282117169,283066401,289923818,140092239.8,,40825950,41261041,41390693,41825413,57574240,66634903,68481781,79641964,82970979,258153065,259527060,262258685,267345891,267210769,270898208,272422593,272466830,274238167,274118273,278075671,288574537
28045361,28141089,28613512,36804155,40533127,45951337,65285964,67995723,70095140,82286484,92540542,106092741,104592062,253011637,255861584,256330141,259279864,268499767,282119940,283123126,289977072,140246684.2,,40827305,41261726,41393812,41829254,57614357,66662659,68628400,79815554,83026309,258259166,259548670,262625515,267358538,267267437,271026138,272427101,272485813,274255902,274183557,278772883,288615863
28046093,28141477,28614212,37503191,40537859,46016339,65297580,68021960,70172636,83498530,92541343,106258209,104865155,253073860,255869278,256449424,259297132,268600570,282549041,283138005,290011892,140404942.2,,40827546,41262669,41401069,41831234,57627461,66674532,69784328,79850822,83051760,258299840,259569979,262750606,267398114,267495618,271051364,272436832,272494470,274256966,274190442,279055342,288728108
28046234,28141653,28614319,37677256,40546243,46102810,65304491,68030494,70301010,83526894,92552742,106390453,105168560,253155967,255911435,256454510,259370949,269070286,282753100,283140107,290063386,140491566.6,,40827682,41263035,41403853,41837429,57634600,66675393,69788464,79868493,83116034,258299853,259874818,262778431,267416191,267497138,271061423,272448476,272503706,274283473,274196295,279876921,288750367
28046853,28141977,28619522,37687101,40582974,46142900,65307471,68039019,77412075,83560094,92553830,106564911,105178143,253218967,255922247,256464290,259402323,269251369,282767481,283314839,290166579,140873569.8,,40827703,41265014,41404461,41838335,57655100,66738835,70551749,79895142,83168363,258332632,260115614,262860190,267669465,267531396,271174305,272464113,272520964,274292927,274262576,280346097,288757657
28047322,28145356,28619780,38447429,40584229,46164382,65311799,68071524,78832389,86868536,92741596,106640761,105871878,253333705,255958688,256510396,259532711,269392420,282784801,283370717,290227919,141212301.8,,40829207,41266023,41405932,41839038,57681945,66775228,70937464,79921528,83211463,258392662,260173198,263107166,268073039,267549573,271216722,272468964,272529195,274311548,274355623,280584888,288961193
28051994,28146247,28624911,38509928,40651456,46164772,65318822,68082195,79370870,87143535,92745711,106690758,105922583,253390579,255967680,256519163,259593042,269526794,282864646,283439071,290840754,141312643.4,,40829608,41269671,41416447,41846709,57691034,66856829,71231209,79968588,83310559,258401842,260359441,263139779,268100738,267598020,271350234,272472888,272530176,274322992,274405688,281257129,289064721
28053694,28148113,28626641,38631263,40697740,46167232,65329521,68082216,79515471,87440473,92748441,106960040,106648252,253393936,255979384,256526848,259706118,270025221,282922447,283806086,290872353,141441975.7,,40832602,41269841,41417027,41854031,57794278,66881921,71567198,79971990,83544711,258537581,260361932,263195579,268228946,267962362,271387636,272473758,272551628,274336752,274430364,282062232,289119059
28056100,28151421,28630829,38697031,40736686,46188462,65340728,68096635,79752894,88011733,92750939,107512955,106733990,253397542,255994434,256531533,259788977,270143524,283015887,283911808,291504771,141568994.2,,40832830,41271007,41421337,41854495,57800572,66888298,71646441,80036706,83553679,258777213,260400858,263820294,268401215,267966463,271415913,272487392,272577751,274355449,274499282,282126575,289124592
28056103,28153163,28632123,38721819,40757462,46222172,65346588,68099569,79807586,88044363,92788019,108460138,106978121,253407977,256010522,256561028,259872805,270223762,283021035,284053671,292154571,141684409.4,,40834397,41271998,41426291,41854622,57807521,66911179,71653732,80048580,83570661,258910488,260445981,263821981,268755107,268011896,271417740,272536647,272584426,274437616,274591950,282348343,289482809
28057745,28154446,28632364,38733196,40761139,46298565,65354277,68116466,79851610,88198633,92805053,109175015,107185126,253484315,256043384,256595462,259891996,270238040,283218775,284149357,293977989,141853474,,40836209,41277124,41426958,41882074,57811433,66912291,71735027,80060351,83747112,258981856,260460794,263872135,268814447,268171984,271418611,272544180,272599009,274471802,274613315,282451170,289550848
28057768,28154890,28632814,38736375,40791747,46330374,65383791,68131887,79933920,88222659,92814231,109664026,107220656,253519114,256048001,256644391,259892443,270336760,283240782,284178777,294738129,141936835,,40836916,41280610,41427802,41883397,57812060,66945303,71759538,80080048,85097064,259160318,260687140,264041972,269081260,268576755,271471787,272571931,272607661,274476074,274620165,282549336,289744731
28058327,28157033,28635210,38744689,40804705,46446984,65390302,68156005,80176041,88340759,92841658,119787581,107316916,253523072,256082090,256698477,259970791,270442284,283310130,284194406,294779360,142469372.4,,40837530,41282018,41430757,41889013,57828428,66982538,72426687,80191113,85114124,259162247,260697636,264147743,269180807,268737412,271476013,272580368,272609431,274513303,274626079,283152055,289886983
28059112,28157884,28635888,38781125,40811715,46473677,65393206,68201113,80199263,88420084,92888531,120987002,107353308,253583577,256103784,256716713,260062899,270672925,283623557,284243575,294879596,142583263.5,,40839670,41284566,41430771,41894263,57840121,67011900,73210988,80215414,85128303,259204926,260793521,264157930,269191271,268798063,271485991,272582746,272636854,274661624,274710265,283183050,289927824
28059679,28159503,28637079,38791592,40816297,46586828,65403097,68220912,80309744,88665124,92896789,123662258,107477391,253588271,256110240,256875861,260201387,270699481,283718767,284357574,295129354,142779391.8,,40840421,41288005,41431165,41898592,57852138,67015406,73410469,80250957,85517443,259257802,260825321,264234954,269204701,268814143,271488910,272589842,272645950,274723181,274723528,283216426,289961919
28061558,28162625,28640563,38800519,40817249,46590881,65449407,68262173,80548975,88699796,92897616,145258577,107492472,253631519,256115196,256988332,260233659,270738277,283894120,284361298,295188809,143849220,,40841771,41292274,41431551,41911691,57865128,67031049,73446897,80352502,85794497,259291429,260906877,264327038,269233080,268875471,271491597,272606012,272665951,274728896,274736048,283346367,290132326
28061922,28164646,28653123,38805692,40833317,46714085,65450328,68287953,80860843,88913682,92924464,237216011,107635951,253643286,256134303,257007616,260348554,270739308,284062528,284731731,295259604,148307092.7,,40842118,41296768,41432424,41916786,57869717,67040146,73554250,80362663,85853604,259330682,261079150,264354776,269241741,268906818,271492106,272610321,272674127,274817089,274957748,283462745,290166232
28061930,28165607,28654242,38830014,40852990,46725256,65451656,68306394,81511114,88932149,93030350,237486314,107685640,253646579,256145092,257031497,260372054,270761093,284090770,284750274,295309625,148371459,,40842221,41300012,41435036,41920017,57874271,67079574,73600010,80390082,87187852,259337237,261110983,264377194,269480559,269328957,271497410,272626744,272714709,274826303,275030078,283551414,290208964
28061944,28166856,28657345,38855450,40853142,46808311,65454381,68316930,82512264,88996899,93037512,237748330,109105971,253700392,256145335,257059995,260405289,270828108,284177582,284845489,295693515,148544335.2,,40842669,41307574,41439990,41920186,57878936,67190608,73864777,80411997,87788712,259460534,261130219,264588162,269560326,269335880,271557749,272639601,272717665,274843529,275056741,283991338,290251008
28062016,28168114,28662280,38862432,40868227,46962446,65464179,68344018,82601522,89209435,93097433,240180419,117179922,253718013,256147483,257108492,260692676,270833505,284386540,285057406,295751122,149112270.5,,40843298,41308673,41447743,41920221,57883785,67204277,73901382,80444537,88109126,259518923,261182205,264698868,269639241,269352334,271562018,272648657,272738635,274885831,275173776,284800347,290444020
28062840,28168829,28667567,38875948,40909784,46981101,65487436,68355713,83575725,89530110,93101273,240980227,121294059,253745707,256167156,257257451,260793727,270904875,284445473,285067917,295808433,149437207.2,,40843691,41310098,41448915,41920887,57896183,67256026,74094176,80452381,88110053,259599643,261270908,264709830,269652449,269389066,271619169,272659240,272775513,274942626,275416964,284941875,290453043
28063009,28172196,28668432,38998155,40914555,47333122,65541386,68448678,84031811,89624690,93107924,241172537,124129275,253809506,256167877,257260095,261193022,271016457,284593973,285174143,295909478,149682396.2,,40844696,41310263,41452231,41922450,57942178,67328206,74268919,80828769,90558769,259681417,261312934,264872589,269834924,269411047,271685361,272679376,272789949,275011191,275780217,285021974,290482506
28064138,28172438,28668828,39007697,40917490,47485265,65565044,68511659,85977326,89707973,93138089,241611770,130913232,253825423,256170846,257517317,261333402,271091357,284693973,285213353,295938904,150167882.1,,40845756,41320750,41453536,41924293,57944558,67348342,74375288,80916774,90944216,259753384,261324521,264950196,269851253,269507380,271722600,272684698,272809105,275125809,275830658,285344866,290549144
28065864,28173411,28672077,39033341,40922318,47527351,65574874,68537255,86830516,89741338,93209670,241693329,142744277,253859179,256195539,257616920,261375967,271098803,284779287,285265354,295991988,150805174.2,,40847636,41321200,41454486,41925162,57966468,67431884,74502552,80947403,91267129,259864562,261347884,265088951,269871853,269530416,271761402,272691153,272812770,275329465,275846462,285645397,290551495
28066428,28173999,28678743,39033663,40936050,48095458,65594378,68575301,88061782,89863406,93258660,241796595,237485272,253991072,256203353,257708658,264752678,271100230,284793945,285308110,296278825,155607457.4,,40847886,41321738,41477583,41927942,57971903,67447100,74526072,81060647,91967848,260031089,261362865,265115233,269913843,269536830,271765116,272711684,272832627,275444763,276024544,286135742,290642591
28067338,28174155,28681978,39047401,40942643,48263890,65597595,68594305,88167785,89917923,93268141,241975776,237622506,254091713,256226047,257747921,266426433,271130665,284920271,285314494,296290778,155736655.1,,40850844,41321766,41478180,41928231,57974555,67489045,74565549,81063004,92033072,260298218,261366140,265143991,269968380,269566625,271780884,272738212,272862415,275511793,276089624,286198435,290657634
28068773,28177040,28682097,39113227,40960210,52188251,65618801,68639814,88259027,89933064,93350106,242272231,238078189,254148210,256231421,257909944,266557229,271454956,284933752,285450753,296327578,156016889.2,,40851014,41322343,41479701,41930022,57982327,67551139,74634479,81135481,92186456,260357029,261387940,265149967,270028006,269608030,271839797,272743691,272877092,275518498,276183505,286434659,290670408
28072171,28177429,28682920,39115702,40998981,52222771,65630516,68653281,88467069,89976303,93392777,243837626,239159217,254190763,256255826,257944546,266694942,271502768,284982343,285615067,296354489,156187024.1,,40852318,41322623,41479741,41932242,58048717,67578157,74673572,81159173,92273296,260538729,261417009,265197741,270039996,269611344,271848356,272745939,272910224,275621064,276225519,286751439,290679425
28074167,28177973,28685902,39132377,41005219,52296653,65635799,68744557,88788903,89987201,93426246,243938548,239802272,254229083,256276604,257966313,267151385,271655107,285034079,285759300,296372643,156292396.7,,40852394,41322806,41485178,41938977,58049121,67678723,74677661,81169862,92757435,260640683,261462929,265199214,270041743,269637046,271884670,272754011,272926282,275680203,276291171,286974088,290702140
28075548,28178365,28696036,39150247,41012756,52553467,65653906,68757232,88799452,90008286,93429223,244754325,239813773,254351452,256415537,257976236,267481565,271662452,285201215,285806479,296411337,156389947.1,,40852841,41323487,41488462,41950574,58055063,67680663,74802378,81242538,94767659,260642376,261525579,265303605,270042586,269719087,271891526,272763722,272928528,275817685,276738666,287010052,290946585
28079600,28179783,28701111,39214451,41031165,52594678,65687656,68792312,88907973,90009574,93446992,246267846,240625572,254361803,256496188,257995009,267782822,271827544,285335550,285878666,296462971,156556155.5,,40853979,41324552,41490728,41955039,58063525,68290808,74836314,81413533,94907163,260693492,261533958,265338787,270052415,269771765,271951212,272776258,272964596,275857166,276802819,287048723,291496891
28080058,28181368,28704759,39293247,41046404,53716333,65697039,68880878,88929587,90110281,93553480,248831624,240643502,254387486,256572747,258062319,268166961,271872358,285530928,285894998,296476419,156792037,,40856809,41327066,41493850,41961775,58115946,68401844,74908823,81421838,95509022,260695492,261548032,265389728,270080885,269864816,271963791,272779818,272969792,276053175,277214538,287160684,291509793
28080412,28181865,28704809,39396328,41098741,58642628,65706779,68894959,89046655,90175007,93562815,249646544,240647657,254594225,256591282,258082583,268195090,271872367,285742258,285901911,296566294,157111010,,40857057,41327380,41496465,41966098,58120524,69050274,75053187,81451652,95813913,260880916,261572104,265396024,270110540,269954598,271985801,272782626,272974692,276354811,277576487,287329661,291529326
28081145,28183001,28705839,39434018,41131823,60453793,65710675,69037746,89123428,90187174,93622931,250320485,240650948,254633151,256600674,258093773,268386990,271987901,285974136,285962513,296711390,157285406.4,,40857696,41336584,41497961,41967748,58131280,70840076,75061878,81512172,95871349,260882716,261626165,265410786,270132399,269964841,271986822,272823686,272980499,276595711,277597296,287418302,291624201
28082769,28183572,28708657,39438543,41138280,61368903,65744694,69084722,89329723,90204385,93717580,251240015,240878146,254667701,256602955,258122643,268653226,272047560,286131196,286009926,296756070,157433869.8,,40859298,41337560,41500512,41973639,58156751,70994701,75187984,81524071,96086085,260935845,261723946,265436184,270135021,269971019,272040033,272834874,272982052,277128500,277703274,287466761,291719272
28083228,28184217,28713905,39462178,41183763,63403554,65765255,69170395,89502478,90215382,93796051,251255128,240953047,254793109,256666048,258223772,268653394,272175457,286137588,286086895,296858425,157584917.6,,40861538,41337749,41500975,41978448,58186915,71623612,75234474,81534159,98276984,261046705,261731494,265437011,270140764,269986872,272046597,272848876,272983261,277129419,277900455,287676824,291725341
28083308,28185902,28729529,39504230,41187784,63676546,65767320,69187394,89537919,90237100,93804665,251457351,241054764,254812481,256697949,258247318,268670460,272182269,286169826,286212937,297191845,157647566.5,,40863179,41338800,41503617,41981018,58238105,71978621,75382631,81539854,103707130,261088507,261779399,265460757,270168853,270038157,272052765,272903309,272985229,277316370,278734501,287725893,291750620
